id,link
255173,https://www.pluralsight.com/courses/managing-database-instances-oracle-cert
255174,https://www.pluralsight.com/courses/estimation-calibration-reliable-forecasts
255175,https://www.pluralsight.com/courses/deep-learning-application-retail
255176,https://www.pluralsight.com/courses/salesforce-development-data-modeling-management-cert
255183,https://www.pluralsight.com/courses/credential-access-lazagne
255187,https://www.pluralsight.com/courses/agile-environments-planning
255195,https://www.pluralsight.com/courses/web-speech-api-angular-js
255218,https://www.pluralsight.com/courses/managing-project-resources
255220,https://www.pluralsight.com/courses/red-hat-certified-specialist-ansible-tower-basics-cert
255313,https://www.pluralsight.com/courses/managing-undo-oracle
255350,https://www.pluralsight.com/courses/introduction-digital-transformation-google-cloud
255362,https://www.pluralsight.com/courses/cleansing-data-excel
255363,https://www.pluralsight.com/courses/using-rest-api-salesforce-marketing-cloud
255373,https://www.pluralsight.com/courses/machine-learning-enterprise-1
255379,https://www.pluralsight.com/courses/exam-alert-design-business-continuity-microsoft-azure
255386,https://www.pluralsight.com/courses/planning-traditional-project-environments
255406,https://www.pluralsight.com/courses/performing-administrative-tasks-databricks-sql
255408,https://www.pluralsight.com/courses/okta-administration-practical-admin-task-review-cert
255410,https://www.pluralsight.com/courses/microsoft-azure-solutions-architect-design-data-integration
255411,https://www.pluralsight.com/courses/docker-security-implementing
255412,https://www.pluralsight.com/courses/advanced-salesforce-data-sharing-security-administration-cert
255418,https://www.pluralsight.com/courses/networking-google-cloud-hybrid-connectivity-network-management-6
255419,https://www.pluralsight.com/courses/closing-out-project-work
255425,https://www.pluralsight.com/courses/data-management-tools-databricks
255426,https://www.pluralsight.com/courses/risk-management-strategy-terrascan
255428,https://www.pluralsight.com/courses/deliverability-salesforce-marketing-cloud-cert
255429,https://www.pluralsight.com/courses/ibm-security-qradar-architecture-deployment
255430,https://www.pluralsight.com/courses/microsoft-azure-solutions-architect-design-migrations
255436,https://www.pluralsight.com/courses/leveraging-timely-onpremises-data-with-power-bi
255442,https://www.pluralsight.com/courses/implement-jit-jea-administration-windows-server-2019
255447,https://www.pluralsight.com/courses/splunk-8-configuring-administering-splunk-indexer-clusters
255451,https://www.pluralsight.com/courses/cct-data-center-service-related-knowledge-cert
255452,https://www.pluralsight.com/courses/google-cloud-fundamentals-azure-professionals
255457,https://www.pluralsight.com/courses/exam-alert-design-infrastructure-microsoft-azure
255468,https://www.pluralsight.com/courses/network-discovery-enumeration-powershell
255472,https://www.pluralsight.com/courses/power-apps-demonstrating-business-value
255477,https://www.pluralsight.com/courses/getting-started-itil-4-specialist-amcs
255481,https://www.pluralsight.com/courses/microsoft-teams-developing-applications
255483,https://www.pluralsight.com/courses/microsoft-azure-sourcing-data
255499,https://www.pluralsight.com/courses/okta-administration-security-cert
255508,https://www.pluralsight.com/courses/talent-transformation-101-change-management-part-3
255515,https://www.pluralsight.com/courses/networking-google-cloud-hybrid-connectivity-network-management-7
255516,https://www.pluralsight.com/courses/hybrid-cloud-modernizing-applications-anthos
255517,https://www.pluralsight.com/courses/machine-learning-enterprise-2
255518,https://www.pluralsight.com/courses/multi-cluster-multi-cloud-anthos
255519,https://www.pluralsight.com/courses/anthos-bare-metal
255520,https://www.pluralsight.com/courses/preparing-professional-cloud-security-engineer-journey-4
255530,https://www.pluralsight.com/courses/misp-threat-intelligence
255531,https://www.pluralsight.com/courses/natural-language-processing-google-cloud
255532,https://www.pluralsight.com/courses/teams-calling
255533,https://www.pluralsight.com/courses/building-no-code-apps-appsheet-automation
255534,https://www.pluralsight.com/courses/building-resilient-streaming-analytics-systems-google-cloud-1
255535,https://www.pluralsight.com/courses/building-batch-data-pipelines-google-cloud
255536,https://www.pluralsight.com/courses/modernizing-data-lakes-data-warehouses-google-cloud-2
255537,https://www.pluralsight.com/courses/google-cloud-big-data-machine-learning-fundamentals-1
255542,https://www.pluralsight.com/courses/dot-net-6-applications-cross-platform-tooling
255553,https://www.pluralsight.com/courses/msft-teams-voice-engineer-plan-configure-phone-cert
255556,https://www.pluralsight.com/courses/microsoft-teams-troubleshooting-meetings-live-events-cert
255557,https://www.pluralsight.com/courses/microsoft-teams-skype-federation-issues-troubleshooting-cert
255558,https://www.pluralsight.com/courses/ms-720-microsoft-teams-voice-engineer-exam-intro-cert
255560,https://www.pluralsight.com/courses/domain-areas-iiba-cbda-certification
255579,https://www.pluralsight.com/courses/openshift-configuring-storage
255583,https://www.pluralsight.com/courses/junos-os-high-availability
255586,https://www.pluralsight.com/courses/data-analysis-ctia-cert
255589,https://www.pluralsight.com/courses/automated-configuration-tool-virtual-apps-desktops
255593,https://www.pluralsight.com/courses/deep-learning-application-healthcare
255598,https://www.pluralsight.com/courses/establish-team-goals-roles-guidelines
255604,https://www.pluralsight.com/courses/cisco-core-security-describing-configuring-vpns
255607,https://www.pluralsight.com/courses/microsoft-azure-solutions-architect-design-governance
255608,https://www.pluralsight.com/courses/ai-law-implementing-trustworthy-ai
255612,https://www.pluralsight.com/courses/spring-boot-development-configuration-deployment
255613,https://www.pluralsight.com/courses/openshift-cluster-securing
255619,https://www.pluralsight.com/courses/preparing-professional-cloud-security-engineer-journey-3
255621,https://www.pluralsight.com/courses/smart-analytics-machine-learning-ai-google-cloud-1
255638,https://www.pluralsight.com/courses/openshift-nodes-workloads-managing
255640,https://www.pluralsight.com/courses/identity-management-authentication-access-control-pfsense
